Unnamed: 0,business_id,feature_scores,feature_count
897,BgzHXdhg3_-sebztuk-KzA,"{""Service"": 1.0}","{""Service"": 1}"
898,Bhi6oPbGK5zoyj9qoRxzfA,"{""Service"": 3.6666666666666665, ""Atmosphere"": 4.0, ""Food"": 4.0, ""Liqueur Root Cocktail"": 4.0, ""In-Person Experience"": 4.0, ""Beverages"": 5.0, ""Ambiance"": 5.0, ""Cocktails"": 5.0, ""Unique Items"": 5.0, ""Drink - ROOT"": 5.0}","{""Service"": 3, ""Atmosphere"": 2, ""Food"": 1, ""Liqueur Root Cocktail"": 1, ""In-Person Experience"": 1, ""Beverages"": 1, ""Ambiance"": 1, ""Cocktails"": 1, ""Unique Items"": 1, ""Drink - ROOT"": 1}"
899,BhotShkJ2Nyk79YB3WiEAg,"{""Concept"": 4.0, ""Food Quality"": 4.0, ""Service"": 2.0, ""Store Space"": 2.0, ""Dizengoff humus"": 5.0, ""Bing Bing dumplings"": 4.0, ""Fine olive oils"": 4.0, ""Craft root beer"": 3.0, ""Artisan charcuterie"": 4.0, ""Vegan sandwiches"": 4.0, ""Bread"": 1.0}","{""Concept"": 1, ""Food Quality"": 1, ""Service"": 2, ""Store Space"": 1, ""Dizengoff humus"": 1, ""Bing Bing dumplings"": 1, ""Fine olive oils"": 1, ""Craft root beer"": 1, ""Artisan charcuterie"": 1, ""Vegan sandwiches"": 1, ""Bread"": 1}"
900,BiSdlIuOlf6MqyEZ6aWhfQ,"{""Service"": 3.7142857142857144, ""Burger"": 3.0, ""Beers"": 4.0, ""Atmosphere"": 2.0, ""Burger with the works"": 5.0, ""Chicken burger"": 5.0, ""Beer selection"": 5.0, ""Key Lime pie"": 2.0, ""Bacon and Eggs"": 2.0, ""Toast"": 1.0, ""Bacon"": 3.0, ""Potatoes"": 3.0, ""Small Plates"": 4.0, ""Outdoor seating"": 5.0, ""Happy hour deals"": 5.0, ""Weekend deals"": 5.0, ""Decor"": 4.0, ""Food"": 5.0, ""Drinks"": 4.0, ""Buffalo Chicken and Waffles"": 5.0, ""Breakfast Sandwich"": 4.0, ""Fries"": 4.0, ""Magner's Irish Cider"": 4.0, ""Iced Coffee"": 5.0, ""Standard Iced Coffee"": 5.0, ""Baileys Iced Coffee"": 5.0}","{""Service"": 7, ""Burger"": 1, ""Beers"": 1, ""Atmosphere"": 1, ""Burger with the works"": 1, ""Chicken burger"": 1, ""Beer selection"": 1, ""Key Lime pie"": 1, ""Bacon and Eggs"": 1, ""Toast"": 1, ""Bacon"": 1, ""Potatoes"": 1, ""Small Plates"": 1, ""Outdoor seating"": 1, ""Happy hour deals"": 1, ""Weekend deals"": 1, ""Decor"": 1, ""Food"": 1, ""Drinks"": 1, ""Buffalo Chicken and Waffles"": 1, ""Breakfast Sandwich"": 1, ""Fries"": 1, ""Magner's Irish Cider"": 1, ""Iced Coffee"": 1, ""Standard Iced Coffee"": 1, ""Baileys Iced Coffee"": 1}"
901,Bih0eT_lbbCUwKmGYpX0hw,"{""Service"": 3.6666666666666665, ""Hoagie"": 5.0, ""Bread"": 5.0, ""Old fashioned Italian sub"": 5.0, ""Tuna Hoagie"": 1.0, ""Sandwiches"": 5.0}","{""Service"": 3, ""Hoagie"": 1, ""Bread"": 1, ""Old fashioned Italian sub"": 1, ""Tuna Hoagie"": 1, ""Sandwiches"": 1}"
902,Biidj3QszVuVO0Q85g5NPw,"{""Service"": 3.5555555555555554, ""Tofu Hoagie"": 4.0, ""Pho Noodles"": 4.0, ""Lebanese-style stuffed grape leaves"": 4.0, ""Roasted pork hoagie"": 4.0, ""Vegan bouillon"": 5.0, ""Fresh parsley"": 5.0, ""Cilantro"": 4.5, ""Basil"": 5.0, ""Asian foods"": 5.0, ""Banh Mi"": 4.0, ""Malkovich"": 1.0, ""Pirate Booty"": 3.0, ""Wasabi Peas"": 3.0, ""Drinks"": 4.0, ""World Foods"": 4.0, ""Convenience"": 4.0, ""Tofu Bahn-mi"": 2.0, ""Grilled Pork Bahn-mi"": 4.0, ""Vietnamese Hoagie"": 3.0, ""Cheesecloth"": 5.0, ""Hoagies"": 5.0, ""Cleaning supplies"": 3.0, ""Tofu"": 4.0, ""Tofu Bang Mi"": 5.0}","{""Service"": 9, ""Tofu Hoagie"": 4, ""Pho Noodles"": 1, ""Lebanese-style stuffed grape leaves"": 1, ""Roasted pork hoagie"": 1, ""Vegan bouillon"": 1, ""Fresh parsley"": 1, ""Cilantro"": 2, ""Basil"": 1, ""Asian foods"": 1, ""Banh Mi"": 1, ""Malkovich"": 1, ""Pirate Booty"": 1, ""Wasabi Peas"": 1, ""Drinks"": 1, ""World Foods"": 1, ""Convenience"": 1, ""Tofu Bahn-mi"": 1, ""Grilled Pork Bahn-mi"": 1, ""Vietnamese Hoagie"": 1, ""Cheesecloth"": 1, ""Hoagies"": 1, ""Cleaning supplies"": 1, ""Tofu"": 1, ""Tofu Bang Mi"": 1}"
903,BjnDHAsCzklPkzcbgm_zGA,"{""Service"": 1.0, ""Food Selection"": 1.0, ""Healthy Options"": 1.0, ""Eggs"": 2.0, ""Milk"": 2.0}","{""Service"": 1, ""Food Selection"": 1, ""Healthy Options"": 1, ""Eggs"": 1, ""Milk"": 1}"
904,Bk_1vsPtOtO0bojfQZQIOw,"{""Service"": 4.0, ""Sushi"": 3.0}","{""Service"": 1, ""Sushi"": 1}"
905,BkzPB-keyU1Ri1Fd8YuiAw,"{""Service"": 5.0, ""Breakfast Platter"": 5.0, ""Eggs with Cheese"": 5.0, ""Pork Bacon"": 5.0, ""Home Fries"": 5.0, ""Price"": 5.0, ""Parking"": 5.0}","{""Service"": 1, ""Breakfast Platter"": 1, ""Eggs with Cheese"": 1, ""Pork Bacon"": 1, ""Home Fries"": 1, ""Price"": 1, ""Parking"": 1}"
906,Bmh7d4yVxpgLPQ8KLcy_4Q,"{""Service"": 4.0, ""Zabiha Options"": 5.0, ""Steak and Cheese with Fries"": 4.0, ""BBQ Chicken Calzone"": 5.0, ""Cheeseburger"": 4.0}","{""Service"": 1, ""Zabiha Options"": 1, ""Steak and Cheese with Fries"": 1, ""BBQ Chicken Calzone"": 1, ""Cheeseburger"": 1}"
907,Bmoc9P_qcjuPvVzwOWIXJg,"{""Service"": 5.0, ""Pizza"": 5.0, ""Prices"": 5.0, ""Dishes"": 5.0, ""Fantastic Pizza"": 5.0, ""Slices"": 5.0}","{""Service"": 1, ""Pizza"": 1, ""Prices"": 1, ""Dishes"": 1, ""Fantastic Pizza"": 1, ""Slices"": 1}"
908,Bmyp9E2iedRAjv_oNmFVsw,"{""Service"": 1.0, ""French Fries"": 1.0}","{""Service"": 1, ""French Fries"": 1}"
909,BnffoBFNuGmNAksel7AX8g,"{""Service"": 2.0, ""Bar Food"": 1.0, ""Ambience"": 1.0, ""Food"": 4.5, ""Wings"": 5.0, ""Pizza"": 4.0, ""Atmosphere"": 5.0, ""Karaoke"": 5.0, ""Sports Viewing"": 5.0}","{""Service"": 3, ""Bar Food"": 1, ""Ambience"": 1, ""Food"": 1, ""Wings"": 1, ""Pizza"": 1, ""Atmosphere"": 1, ""Karaoke"": 1, ""Sports Viewing"": 1}"
910,BnprLJ4Lr33--YjTmgk9Zg,"{""Service"": 4.266666666666667, ""Sushi/Sashimi Platter"": 5.0, ""Tamago"": 5.0, ""Roll with chopped hamachi"": 5.0, ""Overall Experience"": 5.0, ""Atmosphere"": 4.0, ""Food Quality"": 5.0, ""Price"": 4.5, ""Sushi"": 4.8, ""Soft Shell Crab Roll"": 5.0, ""Edamame"": 4.0, ""Mochi Strawberries"": 4.0, ""Chocolate Lava Cake"": 4.0, ""Sushi Rolls"": 4.0, ""Dolsot BI BIM BOP"": 5.0, ""Location"": 4.0, ""Menu Variety"": 3.5, ""Appetizer"": 5.0, ""Miso soup"": 2.0, ""Entree"": 5.0, ""Dessert"": 4.0, ""Decor"": 4.0, ""Dok Bok Ki"": 4.0, ""Korean Tacos"": 4.0, ""Agetofu"": 4.0, ""Molten Lava Chocolate Cake"": 4.0, ""Banana Tempura"": 5.0, ""Rolls"": 3.0, ""Takeout Quality"": 5.0, ""Dine-in Experience"": 5.0, ""Ambiance"": 3.5, ""Korean Pork Tacos"": 5.0, ""Tuna Club Roll"": 5.0, ""Bibimbop"": 5.0, ""Korean Taco"": 4.0, ""Pork Bao Bun"": 2.0, ""Quality of Food"": 5.0, ""Steamed Buns with Pickles and Shiitake Mushrooms"": 5.0, ""Medusa Roll"": 5.0, ""Doma Roll"": 5.0, ""Spicy Scallop Roll"": 5.0, ""Sesame Ice Cream"": 2.0, ""Food"": 5.0, ""All dishes"": 5.0, ""BYO Policy"": 3.0}","{""Service"": 15, ""Sushi/Sashimi Platter"": 1, ""Tamago"": 1, ""Roll with chopped hamachi"": 1, ""Overall Experience"": 1, ""Atmosphere"": 3, ""Food Quality"": 3, ""Price"": 2, ""Sushi"": 5, ""Soft Shell Crab Roll"": 1, ""Edamame"": 1, ""Mochi Strawberries"": 1, ""Chocolate Lava Cake"": 1, ""Sushi Rolls"": 2, ""Dolsot BI BIM BOP"": 1, ""Location"": 2, ""Menu Variety"": 2, ""Appetizer"": 1, ""Miso soup"": 1, ""Entree"": 1, ""Dessert"": 1, ""Decor"": 1, ""Dok Bok Ki"": 1, ""Korean Tacos"": 1, ""Agetofu"": 1, ""Molten Lava Chocolate Cake"": 1, ""Banana Tempura"": 1, ""Rolls"": 1, ""Takeout Quality"": 1, ""Dine-in Experience"": 1, ""Ambiance"": 2, ""Korean Pork Tacos"": 1, ""Tuna Club Roll"": 1, ""Bibimbop"": 1, ""Korean Taco"": 1, ""Pork Bao Bun"": 1, ""Quality of Food"": 1, ""Steamed Buns with Pickles and Shiitake Mushrooms"": 1, ""Medusa Roll"": 1, ""Doma Roll"": 1, ""Spicy Scallop Roll"": 1, ""Sesame Ice Cream"": 1, ""Food"": 1, ""All dishes"": 1, ""BYO Policy"": 1}"
911,BnwPx4GPOfxXZk2G-6oDwQ,"{""Overall"": 4.0, ""Chinese Food"": 5.0, ""Ambiance"": 3.0, ""Service"": 4.5, ""General Tso's Chicken"": 5.0, ""Pork Dumplings"": 5.0, ""Kung Pao Shrimp"": 4.0}","{""Overall"": 1, ""Chinese Food"": 2, ""Ambiance"": 1, ""Service"": 2, ""General Tso's Chicken"": 1, ""Pork Dumplings"": 1, ""Kung Pao Shrimp"": 1}"
912,BoeDuMEg9P7T_WyQJnuA9g,"{""Service"": 4.0, ""Atmosphere"": 2.0}","{""Service"": 1, ""Atmosphere"": 1}"
913,BpCi_s4hDtw7ru_hf2qpIA,"{""Service"": 1.0, ""Bun Bo Hue (BBH)"": 1.0, ""Pho"": 1.0, ""Banh cuon"": 1.0, ""Banh uot"": 1.0, ""Goi cuon (Summer Rolls)"": 1.0, ""Free Ice Cream"": 3.0}","{""Service"": 1, ""Bun Bo Hue (BBH)"": 1, ""Pho"": 1, ""Banh cuon"": 1, ""Banh uot"": 1, ""Goi cuon (Summer Rolls)"": 1, ""Free Ice Cream"": 1}"
914,BpIwDr5mG6wG5-Pxu3yxSg,"{""Service"": 4.0, ""Whitefish Salad Sandwich"": 2.0, ""Cream Cheese"": 3.0, ""Bagel"": 4.0, ""Price"": 2.0, ""Bagels"": 4.5, ""Veggie Cream Cheese"": 3.5, ""Iced Coffee"": 4.0, ""Basil Pesto Bagel"": 5.0, ""Pretzel Bagel"": 4.0, ""Sesame Bagel"": 4.0, ""Jalapeño Cheddar Bagel"": 3.0, ""Sandwiches"": 5.0, ""Coffee"": 5.0, ""Atmosphere"": 5.0, ""Location"": 5.0, ""Overall"": 5.0, ""Breakfast Sandwich"": 5.0, ""Child-friendliness"": 5.0, ""Overall Atmosphere"": 5.0}","{""Service"": 5, ""Whitefish Salad Sandwich"": 1, ""Cream Cheese"": 1, ""Bagel"": 1, ""Price"": 1, ""Bagels"": 4, ""Veggie Cream Cheese"": 2, ""Iced Coffee"": 1, ""Basil Pesto Bagel"": 1, ""Pretzel Bagel"": 1, ""Sesame Bagel"": 1, ""Jalapeño Cheddar Bagel"": 1, ""Sandwiches"": 1, ""Coffee"": 1, ""Atmosphere"": 1, ""Location"": 1, ""Overall"": 1, ""Breakfast Sandwich"": 1, ""Child-friendliness"": 1, ""Overall Atmosphere"": 1}"
915,BqoOkuGKlbDI3L_A4I3pkA,"{""Service"": 4.0, ""Italian Hoagie"": 5.0, ""Wheat Hoagie"": 4.0, ""Other sandwiches"": 3.0, ""Other foods"": 3.0, ""General"": 3.5}","{""Service"": 1, ""Italian Hoagie"": 1, ""Wheat Hoagie"": 1, ""Other sandwiches"": 1, ""Other foods"": 1, ""General"": 1}"
916,BqvKbM7EOI0jXs0G-h2C9g,"{""Service"": 2.0, ""Latte"": 2.0, ""Coffee"": 2.6666666666666665, ""Breakfast treat"": 1.0, ""Bagels"": 5.0, ""Atmosphere"": 5.0, ""Food Quality"": 4.0, ""Vegetarian Options"": 5.0, ""Sandwiches"": 5.0, ""Pastries"": 3.0, ""Macchiato"": 2.0, ""Ambiance"": 5.0, ""Food"": 4.0, ""Grilled Cheese with Avocado"": 4.0}","{""Service"": 7, ""Latte"": 1, ""Coffee"": 3, ""Breakfast treat"": 1, ""Bagels"": 1, ""Atmosphere"": 1, ""Food Quality"": 1, ""Vegetarian Options"": 1, ""Sandwiches"": 1, ""Pastries"": 1, ""Macchiato"": 1, ""Ambiance"": 1, ""Food"": 1, ""Grilled Cheese with Avocado"": 1}"
917,Br37ifeGL9K3Yt2skPiLjw,"{""Service"": 3.0, ""Food"": 3.0, ""Atmosphere"": 3.0, ""Hot dog with cheese"": 3.0, ""Fries"": 3.0, ""Manager"": 1.0, ""Bartender"": 1.0, ""Augustana"": 5.0, ""Music"": 4.0, ""Beer Selection"": 3.0, ""Country Music"": 4.0, ""Honky Tonk Music"": 4.0, ""Bluegrass Music"": 4.0, ""Punk Music"": 4.0}","{""Service"": 4, ""Food"": 2, ""Atmosphere"": 2, ""Hot dog with cheese"": 1, ""Fries"": 1, ""Manager"": 1, ""Bartender"": 1, ""Augustana"": 1, ""Music"": 1, ""Beer Selection"": 1, ""Country Music"": 1, ""Honky Tonk Music"": 1, ""Bluegrass Music"": 1, ""Punk Music"": 1}"
918,BryQISFnkCdcJET-tpAx3w,"{""Service"": 4.208333333333333, ""Turkish Cuisine"": 5.0, ""Lentil Soup"": 3.0, ""Salad"": 4.0, ""Kasap Kofte"": 3.0, ""Adana Kebab"": 5.0, ""Abugannush"": 5.0, ""Haydari"": 5.0, ""Shrimp Umburger"": 5.0, ""Mixed Plate Entree"": 4.0, ""Manti Appetizer"": 3.0, ""Hot Hummus"": 4.0, ""Fried Calamari"": 1.0, ""Borek"": 2.0, ""Chicken Kebab"": 2.0, ""Bulgur"": 2.0, ""Turkish Lassi"": 2.0, ""Mixed Meza"": 4.5, ""Mixed Meat Platter"": 4.0, ""Ali Nazik"": 5.0, ""Kunefe"": 4.75, ""Environment"": 4.75, ""Overall"": 4.5, ""Food Quality"": 4.25, ""Speed of Service"": 5.0, ""Ambiance"": 4.0, ""Turkish Mixed Grill"": 4.0, ""Lamb Shish Kebab"": 4.0, ""Baklava"": 4.333333333333333, ""Isot Kofte"": 3.0, ""Atmosphere"": 4.5, ""Pricing"": 4.0, ""Food"": 5.0, ""Decor"": 5.0, ""Kofte"": 5.0, ""Chicken kebabs"": 5.0, ""Wraps"": 5.0, ""Vegetarian Options"": 3.0, ""Fish Options"": 3.0, ""Chopped Lamb"": 4.0, ""Vegetarian Delight"": 5.0, ""Price"": 3.6666666666666665, ""Lamb Kabob"": 5.0, ""Beef Kabob"": 5.0, ""Chicken Kabob"": 5.0, ""Food Authenticity"": 5.0, ""Mixed Meze Platter"": 5.0, ""Pacanga Borek"": 5.0, ""Manti"": 5.0, ""Turkish Breakfast"": 5.0, ""Cheese Gozleme"": 5.0, ""Menemen"": 5.0, ""Reservation Policy"": 1.0, ""Halal Certification"": 1.0, ""Dishes"": 1.0, ""Halal Food"": 1.0, ""BYOB Policy"": 5.0, ""Mixed Mezze"": 5.0, ""Calamari"": 4.0, ""Russian Salad"": 5.0, ""Lamb"": 5.0, ""Adana Kebabs"": 5.0, ""Chicken Kebabs"": 5.0, ""Warm Dessert"": 5.0}","{""Service"": 12, ""Turkish Cuisine"": 1, ""Lentil Soup"": 2, ""Salad"": 1, ""Kasap Kofte"": 1, ""Adana Kebab"": 2, ""Abugannush"": 1, ""Haydari"": 1, ""Shrimp Umburger"": 1, ""Mixed Plate Entree"": 1, ""Manti Appetizer"": 1, ""Hot Hummus"": 2, ""Fried Calamari"": 1, ""Borek"": 1, ""Chicken Kebab"": 1, ""Bulgur"": 1, ""Turkish Lassi"": 1, ""Mixed Meza"": 1, ""Mixed Meat Platter"": 1, ""Ali Nazik"": 1, ""Kunefe"": 2, ""Environment"": 1, ""Overall"": 1, ""Food Quality"": 4, ""Speed of Service"": 1, ""Ambiance"": 2, ""Turkish Mixed Grill"": 1, ""Lamb Shish Kebab"": 1, ""Baklava"": 3, ""Isot Kofte"": 1, ""Atmosphere"": 2, ""Pricing"": 1, ""Food"": 1, ""Decor"": 1, ""Kofte"": 2, ""Chicken kebabs"": 1, ""Wraps"": 1, ""Vegetarian Options"": 1, ""Fish Options"": 1, ""Chopped Lamb"": 1, ""Vegetarian Delight"": 1, ""Price"": 3, ""Lamb Kabob"": 1, ""Beef Kabob"": 1, ""Chicken Kabob"": 1, ""Food Authenticity"": 1, ""Mixed Meze Platter"": 1, ""Pacanga Borek"": 1, ""Manti"": 1, ""Turkish Breakfast"": 1, ""Cheese Gozleme"": 1, ""Menemen"": 1, ""Reservation Policy"": 1, ""Halal Certification"": 1, ""Dishes"": 1, ""Halal Food"": 1, ""BYOB Policy"": 1, ""Mixed Mezze"": 1, ""Calamari"": 1, ""Russian Salad"": 1, ""Lamb"": 1, ""Adana Kebabs"": 1, ""Chicken Kebabs"": 1, ""Warm Dessert"": 1}"
919,BsR5RIMJB5P9f0-SDMZHYg,"{""Service"": 5.0, ""Burger"": 5.0, ""Grilled Cheese"": 4.0, ""Tots"": 5.0, ""Fries"": 5.0}","{""Service"": 1, ""Burger"": 1, ""Grilled Cheese"": 1, ""Tots"": 1, ""Fries"": 1}"
920,BtXXYIQosyO8SbO718tXVQ,"{""Service"": 5.0, ""Cheese Steak"": 4.0, ""Pizza"": 5.0, ""Garlicky Fries"": 5.0, ""American Boy"": 5.0, ""Margherita with Meatball"": 5.0, ""American Boy with Pepperoni"": 5.0, ""Truffle Fries"": 5.0, ""Buffalo Chicken Pizza"": 5.0, ""Square Pie with Pepperoni"": 5.0}","{""Service"": 4, ""Cheese Steak"": 1, ""Pizza"": 3, ""Garlicky Fries"": 1, ""American Boy"": 1, ""Margherita with Meatball"": 1, ""American Boy with Pepperoni"": 1, ""Truffle Fries"": 1, ""Buffalo Chicken Pizza"": 1, ""Square Pie with Pepperoni"": 1}"
921,BtcOytu968lkyyO0IICv8w,"{""Atmosphere"": 4.5, ""Service"": 4.5, ""Beer Cheese Fries"": 5.0, ""Beer Selection"": 5.0, ""Food Quality"": 4.0, ""Location"": 4.0, ""Parking"": 3.0, ""Snacks from Food Truck"": 5.0, ""Session Cane Beer"": 5.0, ""Cherry Pie Cider"": 5.0, ""Hail Mary Beer"": 5.0}","{""Atmosphere"": 2, ""Service"": 2, ""Beer Cheese Fries"": 1, ""Beer Selection"": 1, ""Food Quality"": 1, ""Location"": 1, ""Parking"": 1, ""Snacks from Food Truck"": 1, ""Session Cane Beer"": 1, ""Cherry Pie Cider"": 1, ""Hail Mary Beer"": 1}"
922,BtxUZn4d7yxsHwdlRq1dkw,"{""Service"": 2.0, ""Mushroom Soup"": 2.0, ""Seitan Buffalo Wings"": 1.0}","{""Service"": 1, ""Mushroom Soup"": 1, ""Seitan Buffalo Wings"": 1}"
923,Bu9x6JH0H_b7_R_X53glOw,"{""Service"": 4.0, ""Sandwiches"": 5.0, ""Soups"": 3.0, ""Macaroni Salad"": 3.0, ""Cookies"": 4.0, ""Shakes"": 5.0}","{""Service"": 1, ""Sandwiches"": 1, ""Soups"": 1, ""Macaroni Salad"": 1, ""Cookies"": 1, ""Shakes"": 1}"
924,Bw0cpnfI-Y9QmjWzqS-oFg,"{""Atmosphere"": 4.0, ""Service"": 4.125, ""Sushi Rolls"": 5.0, ""Sushi"": 4.2, ""BYOB Option"": 5.0, ""Toro"": 5.0, ""Food Quality"": 3.0, ""Portion Size"": 1.5, ""Braised Beef Short Rib"": 3.0, ""Izumi Roll"": 3.0, ""Remy Roll"": 2.0, ""Lychee Creme Brûlée"": 5.0, ""Vegetarian Options"": 5.0, ""Vegan Options"": 5.0, ""Wine"": 5.0, ""Food"": 3.0, ""Avocado Tuna"": 5.0, ""Maki Rolls"": 4.0, ""Miso"": 5.0, ""Price"": 5.0, ""Staff"": 5.0, ""Sushi Quality"": 5.0, ""Sashimi"": 5.0, ""Maki"": 5.0, ""Special Rolls"": 5.0, ""Uni/Sea Urchin"": 5.0}","{""Atmosphere"": 2, ""Service"": 8, ""Sushi Rolls"": 1, ""Sushi"": 5, ""BYOB Option"": 1, ""Toro"": 1, ""Food Quality"": 1, ""Portion Size"": 2, ""Braised Beef Short Rib"": 1, ""Izumi Roll"": 1, ""Remy Roll"": 1, ""Lychee Creme Brûlée"": 1, ""Vegetarian Options"": 1, ""Vegan Options"": 1, ""Wine"": 1, ""Food"": 1, ""Avocado Tuna"": 1, ""Maki Rolls"": 1, ""Miso"": 1, ""Price"": 1, ""Staff"": 1, ""Sushi Quality"": 1, ""Sashimi"": 1, ""Maki"": 1, ""Special Rolls"": 1, ""Uni/Sea Urchin"": 1}"
925,BxFVadUslmGpxFTXhqq7Gg,"{""Service"": 2.0, ""Dragonfruit"": 5.0, ""Longans"": 3.0}","{""Service"": 1, ""Dragonfruit"": 1, ""Longans"": 1}"
926,BxfvdHqETU8jWYUjx5OL2A,"{""Service"": 3.608695652173913, ""Burger"": 3.7777777777777777, ""Cheese Fries"": 2.3333333333333335, ""Milkshake"": 2.5, ""Beer Selection"": 3.5, ""Fries"": 3.6923076923076925, ""Milkshakes"": 5.0, ""Burgers"": 3.875, ""Shack Burger"": 3.0, ""French Fries"": 1.0, ""Shakes"": 4.333333333333333, ""Frozen Custards"": 4.0, ""Atmosphere"": 1.0, ""Shack-a-dog"": 4.0, ""Strawberry milkshake"": 5.0, ""Smoke Shack"": 5.0, ""Overall"": 5.0, ""Chicken Sandwich"": 1.0, ""Dining Room"": 1.0, ""Shake"": 4.0, ""Concrete"": 5.0, ""Drinks"": 4.0, ""Double Cheeseburger"": 5.0, ""Free Water"": 5.0, ""Burger: Shack Stack"": 4.0, ""Hot Dogs"": 5.0, ""Custard"": 4.5, ""Pumpkin Pie"": 4.0, ""Walnut-Chocolate Chip Custard"": 5.0, ""Price"": 2.0, ""Cheese"": 4.0, ""Concrete milkshakes"": 5.0, ""Food Quality"": 4.0, ""Menu Variety"": 5.0, ""Burger - Smoke Shack"": 5.0, ""Custard Dessert"": 4.0, ""Strawberry Lemonade"": 4.0, ""Frozen Custard"": 5.0}","{""Service"": 23, ""Burger"": 9, ""Cheese Fries"": 3, ""Milkshake"": 2, ""Beer Selection"": 2, ""Fries"": 13, ""Milkshakes"": 1, ""Burgers"": 8, ""Shack Burger"": 1, ""French Fries"": 1, ""Shakes"": 3, ""Frozen Custards"": 1, ""Atmosphere"": 1, ""Shack-a-dog"": 1, ""Strawberry milkshake"": 1, ""Smoke Shack"": 1, ""Overall"": 1, ""Chicken Sandwich"": 1, ""Dining Room"": 1, ""Shake"": 3, ""Concrete"": 1, ""Drinks"": 1, ""Double Cheeseburger"": 1, ""Free Water"": 1, ""Burger: Shack Stack"": 1, ""Hot Dogs"": 1, ""Custard"": 2, ""Pumpkin Pie"": 1, ""Walnut-Chocolate Chip Custard"": 1, ""Price"": 1, ""Cheese"": 1, ""Concrete milkshakes"": 1, ""Food Quality"": 1, ""Menu Variety"": 1, ""Burger - Smoke Shack"": 1, ""Custard Dessert"": 1, ""Strawberry Lemonade"": 1, ""Frozen Custard"": 1}"
927,ByMJ2-lGfs7_HivOoApW1w,"{""Service"": 4.0, ""Pork Fried Dumplings"": 5.0, ""Singapore Noodles"": 5.0, ""String Beans"": 5.0, ""Mu Shu Chicken"": 5.0, ""Egg Roll"": 4.0, ""Pork Fried Rice"": 4.0}","{""Service"": 1, ""Pork Fried Dumplings"": 1, ""Singapore Noodles"": 1, ""String Beans"": 1, ""Mu Shu Chicken"": 1, ""Egg Roll"": 1, ""Pork Fried Rice"": 1}"
928,BzQiDngZIG0MfbjJFg-yUQ,"{""Service"": 3.5, ""Food"": 4.0, ""Drinks"": 5.0, ""Ambiance"": 4.5, ""Bartender"": 5.0, ""Manager"": 1.0, ""Happy Hour Deals"": 5.0, ""Tacos"": 5.0}","{""Service"": 2, ""Food"": 1, ""Drinks"": 1, ""Ambiance"": 2, ""Bartender"": 1, ""Manager"": 1, ""Happy Hour Deals"": 1, ""Tacos"": 1}"
929,Bze5Vj4MmcE0KHGy346xqw,"{""Service"": 5.0, ""Gyro"": 4.0, ""Falafel"": 5.0, ""Samosa"": 4.0}","{""Service"": 1, ""Gyro"": 1, ""Falafel"": 1, ""Samosa"": 1}"
930,C-JAsI-tgmf_eRmMXTp9Ew,"{""Service"": 4.333333333333333, ""Fried Chicken Sandwich"": 5.0, ""Crinkle Cut Fries"": 4.0, ""Cheeseburger"": 5.0, ""Cheese fries"": 5.0, ""Atmosphere"": 5.0, ""Cleanliness"": 4.5, ""Mushroom Burger"": 3.0, ""Burger"": 5.0}","{""Service"": 3, ""Fried Chicken Sandwich"": 1, ""Crinkle Cut Fries"": 1, ""Cheeseburger"": 1, ""Cheese fries"": 1, ""Atmosphere"": 1, ""Cleanliness"": 1, ""Mushroom Burger"": 1, ""Burger"": 1}"
931,C2XaAQrXj5UUWaHRw2CiRg,"{""Service"": 4.0, ""Atmosphere"": 4.0, ""Food Quality"": 5.0, ""Speed of Service"": 3.0, ""Low Country Shrimp"": 5.0, ""Ambience"": 3.0, ""Vegetarian Options"": 5.0}","{""Service"": 2, ""Atmosphere"": 1, ""Food Quality"": 2, ""Speed of Service"": 1, ""Low Country Shrimp"": 1, ""Ambience"": 1, ""Vegetarian Options"": 1}"
932,C5MdSiVtZKirRghyh08C0g,"{""Ambiance"": 5.0, ""Service"": 4.6, ""Coffee"": 4.6, ""Latte"": 5.0, ""Atmosphere"": 4.0, ""Tea"": 3.0, ""Finger Foods"": 4.0, ""Bathroom"": 5.0, ""Food"": 4.0}","{""Ambiance"": 1, ""Service"": 5, ""Coffee"": 5, ""Latte"": 1, ""Atmosphere"": 1, ""Tea"": 1, ""Finger Foods"": 1, ""Bathroom"": 1, ""Food"": 1}"
933,C5zdtQSfK_bjWi81MMI0SQ,"{""Service"": 4.0, ""Decor"": 3.0, ""Price"": 5.0, ""Eggplant Platter"": 5.0, ""Latke"": 3.0, ""Corn"": 4.0, ""Carrots"": 5.0, ""Hummus"": 5.0}","{""Service"": 1, ""Decor"": 1, ""Price"": 1, ""Eggplant Platter"": 1, ""Latke"": 1, ""Corn"": 1, ""Carrots"": 1, ""Hummus"": 1}"
